helo,-0.00427259,-0.01190222
1,0.00250252,-0.00769066
1,-0.00360118,-0.00128178
1,-0.00720237,-0.00384533
1,-0.00933866,0
1,-0.00396741,-0.00323496
1,-0.00579852,-0.00628681
1,-0.00311289,-0.00964385
1,-0.00372326,0.001648
1,-0.00708029,-0.01232948
1,0.00518815,-0.00463881
1,-0.00677511,-0.00476089
1,-0.00183111,-0.00103763
1,-0.00463881,0.00061037
1,0.00024415,-0.00183111
1,-0.00311289,-0.00323496
1,-0.00524918,-0.00451674
1,-0.00537126,-0.00537126
1,-0.00054933,-0.00286874
1,-0.00286874,0.00024415
1,-0.01086459,-0.00604267
1,-0.00054933,-0.00231941
1,-0.00524918,-0.00616474
1,-0.00524918,-0.00732444
1,-0.00427259,-0.00769066
1,-0.01013215,0.00012207
1,-0.00451674,-0.00476089
1,-0.00335704,-0.00128178
1,-0.00640889,-0.00360118
1,-0.00708029,-0.00695822
1,-0.00463881,-0.00488296
1,-0.00488296,-0.00427259
1,-0.00720237,-0.00183111
1,-0.00091556,-0.00347911
1,-0.01049837,-0.00170904
1,-0.00830104,-0.00708029
1,-0.00817896,-0.00567644
1,-0.00231941,-0.00769066
1,-0.00427259,-0.00616474
1,-0.01226844,-0.00231941
1,-0.00476089,-0.00384533
1,-0.00360118,-0.00415052
1,-0.00427259,-0.00451674
1,-0.00231941,-0.00207526
1,-0.00488296,-0.00439467
1,-0.00451674,0.00061037
1,-0.00396741,-0.00836207
1,-0.00720237,-0.00372326
1,0.0004883,-0.00476089
1,-0.00067141,-0.00183111
1,-0.00360118,-0.00054933
1,-0.00549333,-0.00500504
1,-0.00463881,-0.00579852
1,-0.00677511,-0.00183111
1,0.00140385,-0.00299081
1,-0.00347911,-0.00451674
1,-0.00579852,-0.00439467
1,-0.00268563,-0.00769066
1,-0.00128178,-0.00103763
1,-0.00512711,-0.00512711
1,-0.00195319,-0.00592059
1,-0.00549333,-0.00244148
1,-0.00360118,-0.00933866
1,-0.00396741,-0.00500504
1,-0.00384533,-0.00384533
1,0.00012207,-0.00524918
1,-0.00372326,-0.00384533
1,-0.00567644,-0.00067141
1,-0.00720237,-0.00018311
1,-0.00488296,-0.00732444
1,-0.00195319,-0.00195319
1,-0.00744652,-0.00933866
1,0.00073244,-0.00286874
1,-0.00500504,-0.00323496
1,-0.00195319,-0.00146489
1,-0.00549333,-0.00524918
1,-0.00628681,-0.00872829
1,-0.00488296,-0.00244148
1,0.00317393,0.00622578
1,-0.00579852,-0.00628681
1,-0.00079348,-0.00616474
1,0,-0.00384533
1,-0.00640889,-0.00299081
1,-0.00384533,-0.00244148
1,0.00225837,-0.00268563
1,-0.00018311,-0.00628681
1,-0.0011597,-0.00476089
1,-0.00933866,0.003296
1,-0.01086459,-0.00579852
1,-0.00079348,-0.00042726
1,-0.0011597,0.0004883
1,-0.00323496,-0.00720237
1,-0.00451674,-0.00170904
1,-0.00299081,-0.00128178
1,-0.00103763,-0.00103763
1,-0.00537126,-0.00158696
1,-0.00653096,-0.00463881
1,-0.00299081,-0.00720237
1,-0.00311289,0.00177007
1,-0.00579852,-0.00231941
1,-0.00604267,-0.00030519
1,-0.00549333,-0.00067141
1,-0.00970489,-0.00592059
1,-0.00030519,-0.00335704
1,-0.00708029,-0.00030519
1,-0.00195319,-0.00500504
1,0,-0.00347911
1,-0.00885037,-0.00579852
1,-0.00396741,-0.0011597
1,-0.00360118,-0.00286874
1,-0.00616474,-0.00695822
1,-0.00427259,-0.00299081
1,-0.01001007,-0.00372326
1,-0.00256356,-0.00054933
1,-0.00451674,-0.00579852
1,-0.00231941,-0.00439467
1,-0.00549333,-0.00720237
1,0,-0.00207526
1,-0.00451674,0.00225837
1,-0.00933866,-0.00244148
1,-0.00451674,-0.00195319
1,-0.00183111,-0.00067141
1,-0.00476089,0.00061037
1,-0.00079348,-0.00347911
1,-0.00439467,-0.00451674
1,-0.00781274,0.00036622
1,-0.00653096,-0.00500504
1,-0.00128178,-0.00512711
1,-0.00207526,-0.00512711
1,-0.00488296,-0.00244148
1,-0.00183111,-0.00067141
1,0.0021363,-0.00195319
1,-0.00183111,-0.00347911
1,-0.00427259,-0.00616474
1,-0.00146489,-0.0011597
1,-0.00091556,-0.00463881
1,0.00250252,-0.00933866
1,-0.01037629,0.00549333
1,-0.00500504,0.00024415
1,-0.00604267,-0.00744652
1,-0.00677511,-0.00793481
1,-0.00183111,-0.00384533
1,-0.00146489,-0.00311289
1,-0.00231941,-0.00451674
1,-0.00720237,-0.00170904
1,-0.00708029,-0.00091556
1,0,0.00250252
1,-0.00030519,-0.00299081
1,-0.00195319,-0.00323496
1,0.0061037,-0.01013215
1,-0.00042726,-0.00244148
1,-0.00500504,-0.00195319
1,0.00036622,-0.00195319
1,-0.00311289,-0.00256356
1,-0.00396741,-0.00396741
1,-0.00408948,-0.00360118
1,-0.00427259,-0.00244148
1,-0.00219733,-0.00286874
1,-0.00616474,-0.00720237
1,-0.00335704,-0.00744652
1,-0.00030519,-0.00463881
1,-0.00268563,-0.00335704
1,0.00152593,-0.00628681
1,-0.00170904,-0.01129185
1,-0.00286874,-0.00439467
1,-0.00781274,-0.00537126
1,-0.00463881,0.00024415
1,-0.00311289,-0.00323496
1,-0.00628681,-0.00628681
1,0.0004883,-0.00488296
1,-0.00323496,-0.00567644
1,-0.00091556,-0.00042726
1,-0.00860622,-0.00427259
1,0,0.00024415
1,-0.00128178,-0.00183111
1,-0.00079348,-0.00018311
1,-0.00286874,0.00012207
1,-0.00408948,-0.00042726
1,0.00109867,-0.00451674
1,-0.00476089,-0.00451674
1,-0.00476089,-0.00170904
1,0.00109867,-0.00628681
1,-0.00146489,0.00201422
