Time,Channel A,Channel B
(ms),(V),(V)

-0.38963428,0.00292978,0.00964385
-0.38959428,0.00134281,0.01361126
-0.38955428,0.00152593,0.01184118
-0.38951428,-0.00128178,0.01208533
-0.38947428,-0.00244148,0.01287881
-0.38943428,0.00610370,0.01184118
-0.38939428,0.00482192,0.01757866
-0.38935428,0.00555437,0.01300089
-0.38931428,0.00659200,0.00915555
-0.38927428,0.00274667,0.01220740
-0.38923428,0.00903348,0.01007111
-0.38919428,0.00085452,0.01287881
-0.38915428,0.00543230,0.01898251
-0.38911428,0.00671407,0.01605274
-0.38907428,0.00543230,0.01934873
-0.38903428,0.00000000,0.01196326
-0.38899428,0.00250252,0.01416059
-0.38895428,0.00634785,0.01452681
-0.38891428,0.00683615,0.01373333
-0.38887428,0.00317393,0.01989807
-0.38883428,0.00201422,0.01794488
-0.38879428,0.00585955,0.01245155
-0.38875428,0.00683615,0.01275674
-0.38871428,0.00061037,0.01501511
-0.38867428,0.00390637,0.01171911
-0.38863428,0.00366222,0.01513718
-0.38859428,0.00634785,0.01709037
-0.38855428,0.00317393,0.01464888
-0.38851428,0.00262459,0.01312296
-0.38847428,0.00341807,0.01440474
-0.38843428,0.00329600,0.01287881
-0.38839428,0.00567644,0.00982696
-0.38835428,0.00427259,0.01440474
-0.38831428,0.00610370,0.02087466
-0.38827428,0.00775170,0.01220740
-0.38823428,0.00402844,0.01745659
-0.38819428,0.00445570,0.01196326
-0.38815428,0.00585955,0.01696829
-0.38811428,0.00390637,0.00775170
-0.38807428,0.00555437,0.01232948
-0.38803428,-0.00054933,0.01452681
-0.38799428,0.00329600,0.00915555
-0.38795428,0.00726341,0.01745659
-0.38791428,0.00671407,0.01348918
-0.38787428,0.00213630,0.01184118
-0.38783428,0.00726341,0.01263466
-0.38779428,0.01031526,0.01501511
-0.38775428,0.00750755,0.00915555
-0.38771428,0.00878933,0.01007111
-0.38767428,0.00494400,0.00927763
-0.38763428,0.00427259,0.01135289
-0.38759428,0.00787378,0.01123081
-0.38755428,0.00939970,0.01361126
-0.38751428,0.00762963,0.01641896
-0.38747428,0.00543230,0.01428266
-0.38743428,0.00518815,0.01580859
-0.38739428,0.00354015,0.01080355
-0.38735428,0.00250252,0.01019318
-0.38731428,0.00860622,0.01263466
-0.38727428,0.00622578,0.01031526
-0.38723428,0.00878933,0.01373333
-0.38719428,0.01293985,0.01336711
-0.38715428,0.00378430,0.01733451
-0.38711428,0.00939970,0.01196326
-0.38707428,0.00671407,0.01275674
-0.38703428,0.00836207,0.01605274
-0.38699428,0.01281777,0.01721244
-0.38695428,0.00366222,0.01568651
-0.38691428,0.00939970,0.01568651
-0.38687428,0.00567644,0.01629688
-0.38683428,0.00402844,0.01324503
-0.38679428,0.00860622,0.00726341
-0.38675428,0.00555437,0.01568651
-0.38671428,0.00427259,0.01696829
-0.38667428,0.00482192,0.01428266
-0.38663428,0.00708029,0.01373333
-0.38659428,0.00738548,0.01733451
-0.38655428,0.01019318,0.01232948
-0.38651428,0.00799585,0.01605274
-0.38647428,0.00671407,0.01220740
-0.38643428,0.00695822,0.01092563
-0.38639428,0.00402844,0.01019318
-0.38635428,0.00988800,0.00762963
-0.38631428,0.00775170,0.01544237
-0.38627428,0.00787378,0.01416059
-0.38623428,0.01001007,0.01263466
-0.38619428,0.00457778,0.01684622
-0.38615428,0.00824000,0.01324503
-0.38611428,0.00848415,0.01385540
-0.38607428,0.00683615,0.01403851
