TIME,CH1,CH2
-3.28E-04,-0.01,-0.03
-3.27E-04,-0.03,-0.03
-3.27E-04,-0.01,-0.02
-3.26E-04,-0.03,-0.03
-3.26E-04,0,-0.01
-3.26E-04,0,-0.01
-3.25E-04,-0.02,-0.01
-3.25E-04,0,-0.01
-3.24E-04,-0.01,-0.02
-3.24E-04,-0.01,-0.05
-3.24E-04,-0.01,-0.02
-3.23E-04,-0.04,-0.06
-3.23E-04,-0.01,-0.03
-3.22E-04,-0.01,-0.02
-3.22E-04,-0.01,-0.02
-3.22E-04,-0.02,-0.01
-3.21E-04,0,-0.03
-3.21E-04,0,-0.01
-3.20E-04,-0.02,-0.01
-3.20E-04,0,-0.01
-3.20E-04,0,0
-3.19E-04,-0.03,-0.02
-3.19E-04,-0.02,-0.03
-3.18E-04,-0.03,-0.02
-3.18E-04,-0.02,-0.03
-3.18E-04,-0.03,-0.03
-3.17E-04,-0.01,-0.01
-3.17E-04,-0.02,-0.01
-3.16E-04,-0.01,-0.02
-3.16E-04,-0.02,-0.02
-3.16E-04,-0.02,-0.02
-3.15E-04,0,0
-3.15E-04,-0.01,-0.03
-3.14E-04,-0.01,-0.02
-3.14E-04,-0.01,-0.01
-3.14E-04,-0.01,-0.01
-3.13E-04,-0.02,-0.02
-3.13E-04,-0.01,-0.01
-3.12E-04,-0.07,0.08
-3.12E-04,-0.09,0.18
-3.12E-04,-0.09,0.15
-3.11E-04,-0.08,0.12
-3.11E-04,-0.06,0.06
-3.10E-04,-0.04,0.03
-3.10E-04,-0.04,0
-3.10E-04,-0.04,0.01
-3.09E-04,-0.02,0
-3.09E-04,0,0.01
-3.08E-04,-0.01,-0.02
-3.08E-04,-0.03,-0.01
-3.08E-04,-0.02,-0.02
-3.07E-04,-0.01,-0.03
-3.07E-04,-0.03,-0.02
-3.06E-04,-0.02,-0.04
-3.06E-04,-0.02,-0.02
-3.06E-04,-0.01,-0.03
-3.05E-04,-0.03,-0.01
-3.05E-04,-0.03,-0.03
-3.04E-04,-0.04,-0.03
-3.04E-04,-0.01,-0.02
-3.04E-04,-0.03,-0.03
-3.03E-04,-0.01,-0.03
-3.03E-04,-0.02,-0.04
-3.02E-04,-0.02,-0.02
-3.02E-04,-0.01,-0.02
-3.02E-04,-0.02,0
-3.01E-04,-0.01,-0.01
-3.01E-04,-0.03,0.01
-3.00E-04,-0.01,-0.03
-3.00E-04,-0.01,-0.03
-3.00E-04,0,-0.01
-2.99E-04,-0.01,-0.01
-2.99E-04,0,-0.03
-2.98E-04,-0.01,-0.03
-2.98E-04,0,-0.01
-2.98E-04,-0.01,-0.02
-2.97E-04,-0.01,-0.01
-2.97E-04,-0.02,-0.02
-2.96E-04,-0.02,-0.03
-2.96E-04,-0.03,-0.02
-2.96E-04,-0.01,-0.01
-2.95E-04,-0.02,-0.03
-2.95E-04,0,-0.01
-2.94E-04,-0.02,-0.01
-2.94E-04,-0.02,-0.04
-2.94E-04,0,-0.01
-2.93E-04,-0.02,-0.02
-2.93E-04,0,-0.03
-2.92E-04,-0.03,-0.01
-2.92E-04,-0.01,-0.03
-2.92E-04,-0.01,-0.01
-2.91E-04,-0.02,-0.01
-2.91E-04,-0.03,-0.03
-2.90E-04,-0.01,-0.01
-2.90E-04,-0.02,-0.03
-2.90E-04,-0.02,-0.01
-2.89E-04,-0.02,-0.01
-2.89E-04,-0.02,-0.02
-2.88E-04,-0.03,-0.01
-2.88E-04,-0.02,-0.02
-2.88E-04,-0.01,-0.03
-2.87E-04,-0.01,-0.01
-2.87E-04,-0.02,-0.02
-2.86E-04,0,-0.01
-2.86E-04,-0.01,-0.02
-2.86E-04,-0.04,-0.03
-2.85E-04,-0.02,-0.01
-2.85E-04,-0.02,-0.02
-2.84E-04,-0.02,-0.01
-2.84E-04,-0.01,-0.02
-2.84E-04,-0.03,-0.03
-2.83E-04,-0.01,-0.01
-2.83E-04,-0.01,-0.02
-2.82E-04,-0.01,-0.02
-2.82E-04,-0.02,-0.01
-2.82E-04,-0.03,-0.03
-2.81E-04,-0.03,-0.02
-2.81E-04,-0.02,-0.01
-2.80E-04,-0.02,-0.03
-2.80E-04,-0.01,-0.02
-2.80E-04,-0.02,-0.03
-2.79E-04,-0.01,-0.02
-2.79E-04,0,-0.01
-2.78E-04,-0.01,-0.02
-2.78E-04,-0.01,0
-2.78E-04,-0.01,-0.03
-2.77E-04,-0.02,0
-2.77E-04,-0.02,-0.02
-2.76E-04,-0.02,-0.03
-2.76E-04,-0.02,-0.02
-2.76E-04,-0.02,-0.01
-2.75E-04,-0.01,-0.02
-2.75E-04,-0.01,-0.03
-2.74E-04,-0.02,-0.01
-2.74E-04,-0.01,-0.02
-2.74E-04,-0.02,-0.03
-2.73E-04,-0.01,-0.02
-2.73E-04,-0.02,-0.01
-2.72E-04,-0.01,-0.03
-2.72E-04,-0.03,-0.02
-2.72E-04,-0.02,-0.02
-2.71E-04,-0.01,-0.02
-2.71E-04,-0.01,-0.01
-2.70E-04,-0.01,-0.03
-2.70E-04,-0.01,-0.02
-2.70E-04,-0.02,-0.01
-2.69E-04,-0.02,-0.02
-2.69E-04,-0.02,-0.02
-2.68E-04,-0.01,-0.02
-2.68E-04,-0.02,-0.01
-2.68E-04,-0.01,-0.01
-2.67E-04,-0.01,-0.03
-2.67E-04,-0.01,-0.01
-2.66E-04,-0.02,-0.02
-2.66E-04,-0.02,-0.02
-2.66E-04,-0.01,-0.01
-2.65E-04,-0.02,-0.02
-2.65E-04,-0.03,0
-2.64E-04,0,-0.02
-2.64E-04,-0.02,-0.02
-2.64E-04,-0.01,-0.01
-2.63E-04,-0.01,0
-2.63E-04,-0.02,-0.02
-2.62E-04,-0.03,-0.01
-2.62E-04,-0.01,-0.02
-2.62E-04,-0.03,-0.03
-2.61E-04,-0.02,-0.02
-2.61E-04,-0.02,-0.02
-2.60E-04,-0.02,-0.02
-2.60E-04,-0.01,-0.01
-2.60E-04,-0.02,-0.03
-2.59E-04,-0.02,-0.01
-2.59E-04,-0.01,-0.03
-2.58E-04,-0.03,-0.02
-2.58E-04,-0.01,-0.02
-2.58E-04,-0.01,-0.01
-2.57E-04,-0.02,-0.03
-2.57E-04,-0.02,-0.02
-2.56E-04,-0.02,-0.01
-2.56E-04,-0.02,-0.03
-2.56E-04,-0.03,-0.03
-2.55E-04,-0.02,-0.03
-2.55E-04,-0.01,-0.02
-2.54E-04,-0.02,-0.01
-2.54E-04,-0.01,-0.02
-2.54E-04,-0.01,-0.02
-2.53E-04,-0.03,-0.02
-2.53E-04,-0.02,0
-2.52E-04,-0.01,-0.02
-2.52E-04,-0.01,-0.02
-2.52E-04,-0.01,-0.01
-2.51E-04,-0.01,-0.02
-2.51E-04,-0.02,-0.03
-2.50E-04,-0.02,-0.02
-2.50E-04,-0.02,-0.01
-2.50E-04,-0.02,-0.02
-2.49E-04,-0.02,-0.01
-2.49E-04,-0.02,-0.02
-2.48E-04,-0.02,-0.02
-2.48E-04,-0.02,-0.02
-2.48E-04,-0.01,-0.02
-2.47E-04,-0.02,-0.03
-2.47E-04,-0.03,-0.02
-2.46E-04,-0.03,-0.02
-2.46E-04,-0.03,-0.03
-2.46E-04,-0.02,-0.03
-2.45E-04,-0.01,-0.01
-2.45E-04,-0.01,-0.04
-2.44E-04,-0.01,-0.01
-2.44E-04,-0.02,-0.02
-2.44E-04,-0.02,-0.03
-2.43E-04,0,-0.02
-2.43E-04,-0.02,-0.01
-2.42E-04,0,-0.02
-2.42E-04,-0.02,-0.02
-2.42E-04,-0.01,-0.01
-2.41E-04,-0.01,-0.02
-2.41E-04,0,-0.01
-2.40E-04,-0.02,-0.02
-2.40E-04,-0.01,-0.02
-2.40E-04,-0.03,-0.03
-2.39E-04,-0.02,-0.01
-2.39E-04,-0.03,-0.01
-2.38E-04,-0.02,-0.02
-2.38E-04,-0.01,-0.01
-2.38E-04,-0.02,-0.01
-2.37E-04,-0.03,-0.03
-2.37E-04,-0.02,-0.01
-2.36E-04,-0.01,-0.03
-2.36E-04,-0.01,-0.01
-2.36E-04,-0.03,0.01
-2.35E-04,-0.02,-0.01
-2.35E-04,-0.02,0.01
-2.34E-04,-0.03,-0.02
-2.34E-04,-0.02,-0.02
-2.34E-04,-0.02,-0.02
-2.33E-04,-0.02,-0.03
-2.33E-04,-0.01,-0.03
-2.32E-04,-0.03,-0.03
-2.32E-04,-0.03,-0.02
-2.32E-04,-0.04,-0.02
-2.31E-04,-0.02,-0.01
-2.31E-04,-0.03,0.01
-2.30E-04,-0.02,-0.01
-2.30E-04,-0.02,0
-2.30E-04,-0.01,-0.01
-2.29E-04,-0.01,-0.02
-2.29E-04,-0.01,0
-2.28E-04,-0.01,-0.02
-2.28E-04,-0.01,-0.02
-2.28E-04,-0.03,-0.03
-2.27E-04,0,-0.02
-2.27E-04,-0.01,-0.02
-2.26E-04,-0.01,-0.02
-2.26E-04,-0.02,-0.01
-2.26E-04,0,-0.01
-2.25E-04,-0.02,-0.03
-2.25E-04,-0.02,-0.01
-2.24E-04,0,0
-2.24E-04,-0.04,-0.02
-2.24E-04,-0.02,-0.02
-2.23E-04,0,-0.02
-2.23E-04,-0.02,-0.02
-2.22E-04,-0.02,-0.01
-2.22E-04,-0.03,-0.02
-2.22E-04,-0.03,-0.02
-2.21E-04,-0.02,-0.02
-2.21E-04,-0.02,-0.01
-2.20E-04,-0.02,-0.02
-2.20E-04,-0.01,-0.02
-2.20E-04,-0.02,-0.02
-2.19E-04,-0.01,-0.01
-2.19E-04,-0.02,-0.03
-2.18E-04,-0.02,-0.01
-2.18E-04,-0.01,-0.01
-2.18E-04,-0.01,-0.01
-2.17E-04,-0.02,-0.02
-2.17E-04,-0.01,-0.03
-2.16E-04,0,-0.03
-2.16E-04,-0.01,-0.03
-2.16E-04,-0.02,-0.04
-2.15E-04,0,-0.02
-2.15E-04,-0.03,-0.03
-2.14E-04,-0.02,-0.03
-2.14E-04,-0.01,-0.02
-2.14E-04,-0.01,-0.01
-2.13E-04,-0.02,-0.01
-2.13E-04,-0.02,-0.02
-2.12E-04,-0.03,-0.03
-2.12E-04,-0.03,-0.02
-2.12E-04,-0.04,-0.03
-2.11E-04,-0.02,-0.02
-2.11E-04,-0.01,-0.03
-2.10E-04,-0.02,0
-2.10E-04,-0.01,-0.01
-2.10E-04,-0.01,0
-2.09E-04,-0.02,-0.03
-2.09E-04,-0.01,-0.01
-2.08E-04,-0.02,-0.04
-2.08E-04,0,-0.01
-2.08E-04,-0.03,-0.03
-2.07E-04,-0.01,-0.04
-2.07E-04,-0.02,-0.01
-2.06E-04,-0.03,-0.02
-2.06E-04,-0.01,-0.02
-2.06E-04,0,-0.02
-2.05E-04,-0.02,-0.03
-2.05E-04,0,-0.02
-2.04E-04,-0.02,-0.02
-2.04E-04,-0.02,-0.02
-2.04E-04,0,0
-2.03E-04,-0.01,-0.01
-2.03E-04,-0.01,-0.01
-2.02E-04,-0.01,0
-2.02E-04,-0.01,-0.01
-2.02E-04,0,-0.01
-2.01E-04,-0.01,-0.02
-2.01E-04,-0.01,-0.02
-2.00E-04,-0.01,-0.03
-2.00E-04,-0.01,-0.02
-2.00E-04,-0.03,-0.02
-1.99E-04,-0.02,-0.03
-1.99E-04,-0.03,-0.05
-1.98E-04,-0.01,-0.02
-1.98E-04,-0.01,-0.04
-1.98E-04,0,0
-1.97E-04,-0.01,-0.02
-1.97E-04,-0.02,-0.01
-1.96E-04,-0.01,-0.01
-1.96E-04,-0.03,-0.02
-1.96E-04,-0.02,-0.04
-1.95E-04,0,-0.01
-1.95E-04,-0.01,-0.03
-1.94E-04,-0.01,-0.01
-1.94E-04,-0.02,-0.03
-1.94E-04,-0.03,-0.01
-1.93E-04,-0.01,-0.01
-1.93E-04,-0.03,-0.02
-1.92E-04,0,-0.02
-1.92E-04,-0.02,-0.01
-1.92E-04,-0.01,-0.03
-1.91E-04,-0.01,-0.02
-1.91E-04,-0.02,-0.02
-1.90E-04,-0.02,-0.02
-1.90E-04,-0.02,-0.03
-1.90E-04,-0.02,-0.02
-1.89E-04,-0.02,-0.01
-1.89E-04,-0.01,-0.02
-1.88E-04,-0.03,-0.02
-1.88E-04,0,-0.01
-1.88E-04,-0.03,-0.02
-1.87E-04,-0.03,-0.02
-1.87E-04,0,-0.01
-1.86E-04,-0.04,-0.04
-1.86E-04,-0.01,-0.02
-1.86E-04,-0.03,-0.03
-1.85E-04,-0.02,-0.01
-1.85E-04,-0.01,-0.02
-1.84E-04,-0.02,-0.02
-1.84E-04,-0.01,-0.03
-1.84E-04,-0.03,-0.02
-1.83E-04,-0.02,-0.01
-1.83E-04,-0.01,-0.03
-1.82E-04,-0.03,-0.01
-1.82E-04,-0.01,-0.01
-1.82E-04,-0.02,-0.04
-1.81E-04,0,-0.02
-1.81E-04,-0.01,-0.03
-1.80E-04,-0.02,-0.02
-1.80E-04,0,-0.01
-1.80E-04,-0.02,-0.03
-1.79E-04,-0.04,-0.01
-1.79E-04,-0.03,-0.01
-1.78E-04,0,-0.01
-1.78E-04,-0.03,-0.03
-1.78E-04,-0.02,-0.01
-1.77E-04,-0.03,-0.02
-1.77E-04,-0.01,-0.01
-1.76E-04,-0.02,-0.01
-1.76E-04,-0.02,-0.03
-1.76E-04,-0.03,-0.01
-1.75E-04,-0.02,-0.01
-1.75E-04,-0.01,-0.03
-1.74E-04,-0.03,-0.02
-1.74E-04,-0.01,-0.03
-1.74E-04,-0.02,-0.02
-1.73E-04,0,-0.02
-1.73E-04,-0.02,-0.02
-1.72E-04,-0.04,-0.01
-1.72E-04,-0.02,-0.03
-1.72E-04,-0.02,-0.01
-1.71E-04,-0.03,-0.01
-1.71E-04,-0.01,-0.04
-1.70E-04,-0.01,0
-1.70E-04,-0.01,-0.01
-1.70E-04,-0.02,-0.03
-1.69E-04,-0.01,-0.01
-1.69E-04,-0.01,-0.01
-1.68E-04,-0.01,-0.01
-1.68E-04,-0.02,-0.02
-1.68E-04,-0.02,-0.02
-1.67E-04,-0.03,-0.02
-1.67E-04,-0.03,-0.01
-1.66E-04,-0.02,-0.01
-1.66E-04,-0.02,-0.03
-1.66E-04,0,-0.02
-1.65E-04,-0.03,-0.02
-1.65E-04,-0.04,-0.03
-1.64E-04,-0.01,-0.02
-1.64E-04,-0.03,-0.03
-1.64E-04,-0.01,-0.03
-1.63E-04,-0.02,-0.01
-1.63E-04,-0.01,-0.02
-1.62E-04,0,-0.02
-1.62E-04,-0.02,-0.01
-1.62E-04,-0.02,-0.01
-1.61E-04,-0.01,-0.02
-1.61E-04,-0.01,-0.01
-1.60E-04,-0.02,-0.02
-1.60E-04,-0.01,-0.01
-1.60E-04,-0.03,-0.01
-1.59E-04,-0.02,-0.02
-1.59E-04,-0.01,-0.01
-1.58E-04,-0.01,-0.02
-1.58E-04,-0.03,-0.01
-1.58E-04,-0.01,-0.03
-1.57E-04,-0.02,-0.02
-1.57E-04,-0.02,-0.03
-1.56E-04,-0.02,0
-1.56E-04,0,-0.03
-1.56E-04,-0.01,-0.01
-1.55E-04,-0.01,-0.01
-1.55E-04,-0.02,-0.03
-1.54E-04,-0.02,-0.02
-1.54E-04,-0.01,-0.02
-1.54E-04,0,-0.01
-1.53E-04,-0.02,-0.01
-1.53E-04,-0.02,-0.02
-1.52E-04,-0.02,-0.03
-1.52E-04,-0.01,-0.02
-1.52E-04,-0.01,-0.02
-1.51E-04,-0.01,-0.02
-1.51E-04,-0.03,-0.04
-1.50E-04,-0.02,0
-1.50E-04,-0.03,-0.02
-1.50E-04,-0.03,-0.02
-1.49E-04,-0.02,-0.02
-1.49E-04,-0.02,-0.02
-1.48E-04,-0.01,-0.03
-1.48E-04,0,-0.03
-1.48E-04,-0.03,-0.02
-1.47E-04,0,-0.02
-1.47E-04,-0.02,-0.02
-1.46E-04,-0.02,-0.02
-1.46E-04,-0.01,-0.02
-1.46E-04,-0.01,-0.03
-1.45E-04,-0.02,-0.02
-1.45E-04,-0.01,-0.02
-1.44E-04,-0.01,-0.01
-1.44E-04,-0.03,-0.03
-1.44E-04,-0.02,0.01
-1.43E-04,-0.03,-0.02
-1.43E-04,-0.03,-0.03
-1.42E-04,-0.01,-0.02
-1.42E-04,0,-0.03
-1.42E-04,-0.02,-0.03
-1.41E-04,-0.03,-0.04
-1.41E-04,0,-0.03
-1.40E-04,-0.02,-0.06
-1.40E-04,-0.02,-0.03
-1.40E-04,-0.03,-0.01
-1.39E-04,-0.01,-0.03
-1.39E-04,-0.02,-0.01
-1.38E-04,-0.02,-0.03
-1.38E-04,-0.02,0
-1.38E-04,-0.02,-0.01
-1.37E-04,-0.02,-0.03
-1.37E-04,-0.02,-0.02
-1.36E-04,-0.02,-0.01
-1.36E-04,-0.01,-0.03
-1.36E-04,-0.01,0
-1.35E-04,-0.02,-0.02
-1.35E-04,-0.01,-0.03
-1.34E-04,-0.02,0
-1.34E-04,-0.04,-0.03
-1.34E-04,-0.01,-0.02
-1.33E-04,-0.02,-0.03
-1.33E-04,-0.01,-0.01
-1.32E-04,-0.01,-0.01
-1.32E-04,0,-0.01
-1.32E-04,-0.02,-0.01
-1.31E-04,-0.01,0
-1.31E-04,-0.02,-0.02
-1.30E-04,-0.02,0
-1.30E-04,-0.01,-0.04
-1.30E-04,-0.01,-0.03
-1.29E-04,-0.03,-0.03
-1.29E-04,-0.03,-0.03
-1.28E-04,-0.02,-0.02
-1.28E-04,-0.04,-0.03
-1.28E-04,-0.02,-0.02
-1.27E-04,-0.01,-0.02
-1.27E-04,-0.02,-0.04
-1.26E-04,-0.01,-0.02
-1.26E-04,0,-0.01
-1.26E-04,0,-0.02
-1.25E-04,-0.02,-0.03
-1.25E-04,-0.02,-0.02
-1.24E-04,0,-0.02
-1.24E-04,-0.02,-0.02
-1.24E-04,-0.03,-0.02
-1.23E-04,-0.02,-0.02
-1.23E-04,-0.02,-0.03
-1.22E-04,-0.01,-0.01
-1.22E-04,-0.02,-0.02
-1.22E-04,-0.02,-0.02
-1.21E-04,-0.01,0.01
-1.21E-04,-0.02,-0.03
-1.20E-04,-0.02,-0.01
-1.20E-04,-0.01,0
-1.20E-04,-0.01,-0.01
-1.19E-04,-0.02,-0.02
-1.19E-04,0,-0.01
-1.18E-04,-0.02,-0.02
-1.18E-04,-0.02,0
-1.18E-04,-0.02,-0.03
-1.17E-04,-0.01,-0.02
-1.17E-04,-0.02,-0.01
-1.16E-04,-0.02,-0.02
-1.16E-04,-0.01,-0.01
-1.16E-04,-0.02,-0.02
-1.15E-04,-0.02,-0.02
-1.15E-04,-0.03,-0.03
-1.14E-04,-0.01,-0.03
-1.14E-04,-0.02,-0.02
-1.14E-04,-0.02,-0.02
-1.13E-04,-0.02,-0.03
-1.13E-04,-0.01,0
-1.12E-04,-0.02,-0.03
-1.12E-04,-0.01,-0.02
-1.12E-04,-0.01,-0.02
-1.11E-04,-0.02,-0.03
-1.11E-04,-0.01,-0.01
-1.10E-04,-0.02,0
-1.10E-04,-0.01,-0.03
-1.10E-04,0,0
-1.09E-04,-0.02,-0.01
-1.09E-04,0,-0.02
-1.08E-04,-0.01,0
-1.08E-04,-0.02,-0.02
-1.08E-04,0,-0.01
-1.07E-04,-0.02,-0.02
-1.07E-04,-0.01,-0.01
-1.06E-04,-0.03,-0.03
-1.06E-04,-0.02,-0.02
-1.06E-04,-0.02,-0.02
-1.05E-04,-0.02,-0.03
-1.05E-04,-0.03,-0.02
-1.04E-04,-0.02,-0.02
-1.04E-04,-0.02,-0.02
-1.04E-04,-0.02,-0.02
-1.03E-04,-0.01,-0.01
-1.03E-04,-0.02,-0.02
-1.02E-04,-0.01,-0.02
-1.02E-04,-0.01,-0.02
-1.02E-04,-0.03,-0.04
-1.01E-04,0,0
-1.01E-04,-0.03,-0.03
-1.00E-04,-0.02,-0.04
-1.00E-04,-0.02,-0.02
-9.96E-05,-0.01,-0.01
-9.92E-05,-0.01,-0.01
-9.88E-05,-0.01,-0.03
-9.84E-05,-0.01,-0.01
-9.80E-05,-0.01,-0.03
-9.76E-05,-0.01,-0.01
-9.72E-05,-0.04,0
-9.68E-05,-0.02,-0.03
-9.64E-05,-0.03,-0.02
-9.60E-05,-0.01,-0.03
-9.56E-05,-0.01,-0.02
-9.52E-05,-0.03,-0.02
-9.48E-05,-0.02,-0.01
-9.44E-05,-0.02,-0.03
-9.40E-05,-0.02,0.01
-9.36E-05,0,-0.02
-9.32E-05,-0.04,-0.03
-9.28E-05,0,-0.01
-9.24E-05,-0.03,-0.03
-9.20E-05,-0.03,-0.02
-9.16E-05,-0.02,-0.02
-9.12E-05,-0.02,-0.02
-9.08E-05,-0.01,-0.03
-9.04E-05,-0.02,-0.02
-9.00E-05,-0.02,-0.03
-8.96E-05,-0.02,-0.04
-8.92E-05,-0.01,-0.02
-8.88E-05,-0.01,-0.01
-8.84E-05,-0.04,-0.03
-8.80E-05,-0.01,-0.02
-8.76E-05,-0.02,-0.02
-8.72E-05,-0.03,-0.03
-8.68E-05,-0.02,-0.02
-8.64E-05,-0.01,-0.03
-8.60E-05,-0.01,-0.01
-8.56E-05,-0.02,0
-8.52E-05,-0.01,-0.02
-8.48E-05,-0.01,-0.02
-8.44E-05,-0.01,0.01
-8.40E-05,-0.02,-0.03
-8.36E-05,-0.01,-0.03
-8.32E-05,-0.01,-0.01
-8.28E-05,-0.02,-0.03
-8.24E-05,-0.03,-0.03
-8.20E-05,-0.03,-0.02
-8.16E-05,-0.02,-0.02
-8.12E-05,0,-0.02
-8.08E-05,-0.01,-0.02
-8.04E-05,-0.03,-0.02
-8.00E-05,0,-0.02
-7.96E-05,-0.02,-0.02
-7.92E-05,-0.01,-0.02
-7.88E-05,-0.02,-0.02
-7.84E-05,-0.01,-0.02
-7.80E-05,-0.02,-0.02
-7.76E-05,-0.01,0
-7.72E-05,-0.03,-0.04
-7.68E-05,-0.02,-0.01
-7.64E-05,0,-0.01
-7.60E-05,-0.01,-0.01
-7.56E-05,-0.01,-0.01
-7.52E-05,-0.01,-0.02
-7.48E-05,-0.01,-0.01
-7.44E-05,-0.01,-0.01
-7.40E-05,-0.02,-0.02
-7.36E-05,-0.01,-0.03
-7.32E-05,-0.02,-0.02
-7.28E-05,-0.01,-0.02
-7.24E-05,-0.02,-0.02
-7.20E-05,-0.02,-0.02
-7.16E-05,-0.01,-0.02
-7.12E-05,0,-0.01
-7.08E-05,0,-0.02
-7.04E-05,-0.02,-0.01
-7.00E-05,0,-0.02
-6.96E-05,-0.02,-0.03
-6.92E-05,-0.03,-0.01
-6.88E-05,-0.03,-0.01
-6.84E-05,-0.02,-0.01
-6.80E-05,-0.02,-0.02
-6.76E-05,-0.03,-0.02
-6.72E-05,-0.02,-0.01
-6.68E-05,0,-0.03
-6.64E-05,-0.02,-0.02
-6.60E-05,0,-0.02
-6.56E-05,-0.02,-0.01
-6.52E-05,-0.04,-0.03
-6.48E-05,-0.01,-0.02
-6.44E-05,-0.03,-0.02
-6.40E-05,-0.03,-0.03
-6.36E-05,-0.01,-0.01
-6.32E-05,-0.03,-0.02
-6.28E-05,-0.01,-0.03
-6.24E-05,0,-0.02
-6.20E-05,-0.01,-0.02
-6.16E-05,-0.01,-0.02
-6.12E-05,-0.01,-0.01
-6.08E-05,0,-0.01
-6.04E-05,-0.01,-0.02
-6.00E-05,-0.02,-0.01
-5.96E-05,-0.01,0
-5.92E-05,-0.02,-0.03
-5.88E-05,-0.03,-0.04
-5.84E-05,-0.02,-0.02
-5.80E-05,-0.03,-0.03
-5.76E-05,-0.01,-0.03
-5.72E-05,0,-0.01
-5.68E-05,-0.01,-0.04
-5.64E-05,-0.01,-0.01
-5.60E-05,-0.01,-0.02
-5.56E-05,-0.03,-0.03
-5.52E-05,-0.01,-0.01
-5.48E-05,-0.02,-0.03
-5.44E-05,-0.02,0
-5.40E-05,0,0
-5.36E-05,-0.03,-0.02
-5.32E-05,-0.02,0
-5.28E-05,-0.01,-0.03
-5.24E-05,-0.02,-0.01
-5.20E-05,-0.01,0.01
-5.16E-05,-0.01,-0.01
-5.12E-05,-0.01,0
-5.08E-05,-0.04,-0.03
-5.04E-05,-0.03,-0.03
-5.00E-05,-0.01,-0.01
-4.96E-05,-0.01,-0.02
-4.92E-05,-0.01,-0.02
-4.88E-05,0,-0.02
-4.84E-05,-0.02,-0.02
-4.80E-05,-0.02,-0.02
-4.76E-05,-0.01,-0.01
-4.72E-05,-0.02,-0.01
-4.68E-05,0,-0.01
-4.64E-05,-0.02,-0.03
-4.60E-05,-0.02,-0.03
-4.56E-05,-0.01,-0.01
-4.52E-05,-0.02,-0.03
-4.48E-05,-0.01,-0.02
-4.44E-05,-0.01,-0.03
-4.40E-05,-0.02,-0.03
-4.36E-05,-0.01,-0.01
-4.32E-05,-0.02,-0.04
-4.28E-05,-0.01,-0.01
-4.24E-05,-0.02,-0.01
-4.20E-05,-0.03,-0.01
-4.16E-05,-0.02,-0.01
-4.12E-05,-0.03,-0.02
-4.08E-05,-0.01,-0.03
-4.04E-05,-0.01,-0.05
-4.00E-05,-0.02,-0.03
-3.96E-05,-0.02,-0.03
-3.92E-05,-0.02,-0.01
-3.88E-05,-0.02,0
-3.84E-05,-0.02,-0.01
-3.80E-05,-0.02,-0.02
-3.76E-05,0,0
-3.72E-05,-0.01,-0.02
-3.68E-05,0,-0.01
-3.64E-05,-0.02,-0.02
-3.60E-05,-0.02,-0.01
-3.56E-05,-0.01,-0.02
-3.52E-05,-0.01,-0.02
-3.48E-05,-0.02,-0.01
-3.44E-05,-0.02,-0.04
-3.40E-05,-0.01,-0.03
-3.36E-05,-0.03,-0.04
-3.32E-05,-0.03,-0.02
-3.28E-05,-0.02,-0.04
-3.24E-05,-0.03,-0.02
-3.20E-05,-0.01,-0.02
-3.16E-05,-0.02,-0.02
-3.12E-05,-0.02,-0.02
-3.08E-05,-0.03,-0.02
-3.04E-05,-0.01,-0.03
-3.00E-05,-0.03,-0.03
-2.96E-05,-0.02,-0.03
-2.92E-05,-0.01,-0.01
-2.88E-05,-0.01,-0.03
-2.84E-05,-0.01,-0.01
-2.80E-05,0,0
-2.76E-05,-0.02,-0.02
-2.72E-05,-0.01,0.01
-2.68E-05,-0.01,-0.01
-2.64E-05,-0.01,-0.01
-2.60E-05,-0.02,-0.02
-2.56E-05,-0.02,-0.03
-2.52E-05,-0.02,-0.01
-2.48E-05,-0.03,-0.02
-2.44E-05,-0.01,-0.02
-2.40E-05,-0.02,-0.01
-2.36E-05,-0.03,-0.03
-2.32E-05,-0.01,-0.02
-2.28E-05,-0.01,-0.04
-2.24E-05,-0.01,-0.03
-2.20E-05,-0.02,-0.02
-2.16E-05,-0.02,-0.02
-2.12E-05,0,-0.04
-2.08E-05,-0.01,-0.02
-2.04E-05,-0.02,-0.03
-2.00E-05,-0.01,-0.01
-1.96E-05,-0.02,-0.03
-1.92E-05,-0.03,-0.03
-1.88E-05,-0.01,0
-1.84E-05,-0.01,-0.03
-1.80E-05,-0.02,-0.03
-1.76E-05,-0.01,0
-1.72E-05,-0.03,-0.03
-1.68E-05,-0.02,0
-1.64E-05,-0.04,-0.04
-1.60E-05,-0.01,-0.03
-1.56E-05,-0.01,-0.02
-1.52E-05,-0.04,-0.04
-1.48E-05,-0.01,-0.02
-1.44E-05,-0.01,-0.02
-1.40E-05,-0.01,-0.02
-1.36E-05,0,-0.02
-1.32E-05,-0.01,-0.01
-1.28E-05,-0.01,0.01
-1.24E-05,-0.02,-0.02
-1.20E-05,-0.01,-0.02
-1.16E-05,-0.01,-0.01
-1.12E-05,-0.02,-0.04
-1.08E-05,-0.03,-0.02
-1.04E-05,0,-0.02
-1.00E-05,-0.02,-0.03
-9.60E-06,-0.02,-0.03
-9.20E-06,-0.01,-0.02
-8.80E-06,-0.04,-0.01
-8.40E-06,-0.02,-0.01
