TIME,CH1,CH2
7.57E-04,0.03,-0.28
7.57E-04,0.04,-0.3
7.58E-04,0.04,-0.29
7.58E-04,0.05,-0.29
7.58E-04,0.04,-0.29
7.59E-04,0.04,-0.29
7.59E-04,0.02,-0.3
7.60E-04,0.05,-0.27
7.60E-04,0.05,-0.3
7.60E-04,0.05,-0.29
7.61E-04,0.05,-0.28
7.61E-04,0.04,-0.27
7.62E-04,0.05,-0.27
7.62E-04,0.06,-0.28
7.62E-04,0.05,-0.28
7.63E-04,0.05,-0.28
7.63E-04,0.04,-0.28
7.64E-04,0.07,-0.27
7.64E-04,0.06,-0.26
7.64E-04,0.05,-0.28
7.65E-04,0.05,-0.26
7.65E-04,0.07,-0.27
7.66E-04,0.05,-0.26
7.66E-04,0.06,-0.26
7.66E-04,0.06,-0.28
7.67E-04,0.06,-0.28
7.67E-04,0.06,-0.29
7.68E-04,0.07,-0.28
7.68E-04,0.07,-0.28
7.68E-04,0.05,-0.28
7.69E-04,0.07,-0.27
7.69E-04,0.04,-0.29
7.70E-04,0.05,-0.26
7.70E-04,0.06,-0.25
7.70E-04,0.06,-0.25
7.71E-04,0.07,-0.27
7.71E-04,0.06,-0.26
7.72E-04,0.07,-0.26
7.72E-04,0.08,-0.26
7.72E-04,0.06,-0.28
7.73E-04,0.07,-0.26
7.73E-04,0.07,-0.25
7.74E-04,0.07,-0.26
7.74E-04,0.07,-0.24
7.74E-04,0.09,-0.25
7.75E-04,0.07,-0.25
7.75E-04,0.07,-0.25
7.76E-04,0.06,-0.24
7.76E-04,0.07,-0.25
7.76E-04,0.07,-0.26
7.77E-04,0.07,-0.25
7.77E-04,0.08,-0.27
7.78E-04,0.09,-0.25
7.78E-04,0.07,-0.25
7.78E-04,0.06,-0.25
7.79E-04,0.09,-0.26
7.79E-04,0.08,-0.24
7.80E-04,0.08,-0.25
7.80E-04,0.08,-0.25
7.80E-04,0.1,-0.23
7.81E-04,0.09,-0.24
7.81E-04,0.08,-0.25
7.82E-04,0.1,-0.22
7.82E-04,0.07,-0.26
7.82E-04,0.1,-0.23
7.83E-04,0.1,-0.24
7.83E-04,0.1,-0.23
7.84E-04,0.07,-0.22
7.84E-04,0.1,-0.23
7.84E-04,0.1,-0.22
7.85E-04,0.1,-0.24
7.85E-04,0.09,-0.24
7.86E-04,0.07,-0.25
7.86E-04,0.08,-0.23
7.86E-04,0.09,-0.22
7.87E-04,0.09,-0.22
7.87E-04,0.11,-0.22
7.88E-04,0.12,-0.22
7.88E-04,0.1,-0.22
7.88E-04,0.11,-0.21
7.89E-04,0.11,-0.21
7.89E-04,0.1,-0.21
7.90E-04,0.1,-0.21
7.90E-04,0.1,-0.2
7.90E-04,0.1,-0.21
7.91E-04,0.11,-0.23
7.91E-04,0.09,-0.21
7.92E-04,0.08,-0.24
7.92E-04,0.11,-0.23
7.92E-04,0.09,-0.22
7.93E-04,0.09,-0.22
7.93E-04,0.1,-0.21
7.94E-04,0.1,-0.21
7.94E-04,0.12,-0.22
7.94E-04,0.1,-0.21
7.95E-04,0.12,-0.2
7.95E-04,0.12,-0.2
7.96E-04,0.13,-0.2
7.96E-04,0.12,-0.19
7.96E-04,0.12,-0.19
7.97E-04,0.12,-0.2
7.97E-04,0.1,-0.19
7.98E-04,0.11,-0.19
7.98E-04,0.12,-0.18
7.98E-04,0.12,-0.2
7.99E-04,0.11,-0.19
7.99E-04,0.13,-0.18
8.00E-04,0.12,-0.18
8.00E-04,0.1,-0.2
8.00E-04,0.12,-0.19
8.01E-04,0.11,-0.18
8.01E-04,0.12,-0.21
8.02E-04,0.12,-0.18
8.02E-04,0.1,-0.2
8.02E-04,0.13,-0.18
8.03E-04,0.12,-0.18
8.03E-04,0.13,-0.19
8.04E-04,0.12,-0.18
8.04E-04,0.11,-0.18
8.04E-04,0.12,-0.18
8.05E-04,0.14,-0.18
8.05E-04,0.13,-0.19
8.06E-04,0.12,-0.19
8.06E-04,0.12,-0.19
8.06E-04,0.12,-0.18
8.07E-04,0.13,-0.18
8.07E-04,0.12,-0.18
8.08E-04,0.14,-0.16
8.08E-04,0.13,-0.18
8.08E-04,0.13,-0.18
8.09E-04,0.14,-0.17
8.09E-04,0.13,-0.17
8.10E-04,0.14,-0.17
8.10E-04,0.14,-0.18
8.10E-04,0.14,-0.17
8.11E-04,0.13,-0.16
8.11E-04,0.15,-0.18
8.12E-04,0.15,-0.16
8.12E-04,0.13,-0.17
8.12E-04,0.13,-0.16
8.13E-04,0.13,-0.17
8.13E-04,0.14,-0.17
8.14E-04,0.15,-0.16
8.14E-04,0.14,-0.16
8.14E-04,0.13,-0.16
8.15E-04,0.12,-0.17
8.15E-04,0.14,-0.16
8.16E-04,0.13,-0.16
8.16E-04,0.15,-0.18
8.16E-04,0.14,-0.16
8.17E-04,0.14,-0.16
8.17E-04,0.16,-0.15
8.18E-04,0.14,-0.17
8.18E-04,0.14,-0.16
8.18E-04,0.15,-0.16
8.19E-04,0.15,-0.16
8.19E-04,0.15,-0.16
8.20E-04,0.14,-0.16
8.20E-04,0.17,-0.14
8.20E-04,0.15,-0.16
8.21E-04,0.15,-0.16
8.21E-04,0.16,-0.14
8.22E-04,0.15,-0.16
8.22E-04,0.16,-0.15
8.22E-04,0.16,-0.15
8.23E-04,0.15,-0.15
8.23E-04,0.15,-0.17
8.24E-04,0.15,-0.15
8.24E-04,0.15,-0.16
8.24E-04,0.16,-0.16
8.25E-04,0.17,-0.15
8.25E-04,0.15,-0.17
8.26E-04,0.16,-0.15
8.26E-04,0.16,-0.16
8.26E-04,0.17,-0.15
8.27E-04,0.16,-0.15
8.27E-04,0.17,-0.16
8.28E-04,0.16,-0.15
8.28E-04,0.15,-0.17
8.28E-04,0.19,-0.16
8.29E-04,0.17,-0.16
8.29E-04,0.16,-0.15
8.30E-04,0.2,-0.16
8.30E-04,0.16,-0.16
8.30E-04,0.18,-0.16
8.31E-04,0.19,-0.14
8.31E-04,0.15,-0.16
8.32E-04,0.18,-0.15
8.32E-04,0.16,-0.16
8.32E-04,0.17,-0.15
8.33E-04,0.19,-0.15
8.33E-04,0.17,-0.16
8.34E-04,0.19,-0.17
8.34E-04,0.17,-0.17
8.34E-04,0.18,-0.17
8.35E-04,0.19,-0.17
8.35E-04,0.16,-0.19
8.36E-04,0.18,-0.17
8.36E-04,0.18,-0.16
8.36E-04,0.17,-0.18
8.37E-04,0.19,-0.15
8.37E-04,0.19,-0.17
8.38E-04,0.17,-0.18
8.38E-04,0.2,-0.16
8.38E-04,0.17,-0.2
8.39E-04,0.17,-0.18
8.39E-04,0.19,-0.17
8.40E-04,0.17,-0.17
8.40E-04,0.19,-0.17
8.40E-04,0.19,-0.17
8.41E-04,0.19,-0.17
8.41E-04,0.19,-0.18
8.42E-04,0.19,-0.18
8.42E-04,0.17,-0.17
8.42E-04,0.2,-0.19
8.43E-04,0.2,-0.18
8.43E-04,0.2,-0.17
8.44E-04,0.16,-0.18
8.44E-04,0.18,-0.16
8.44E-04,0.19,-0.18
8.45E-04,0.21,-0.16
8.45E-04,0.19,-0.16
8.46E-04,0.2,-0.16
8.46E-04,0.19,-0.16
8.46E-04,0.21,-0.15
8.47E-04,0.18,-0.18
8.47E-04,0.2,-0.17
8.48E-04,0.21,-0.16
8.48E-04,0.19,-0.2
8.48E-04,0.21,-0.16
8.49E-04,0.17,-0.17
8.49E-04,0.19,-0.18
8.50E-04,0.2,-0.16
8.50E-04,0.2,-0.19
8.50E-04,0.2,-0.18
8.51E-04,0.2,-0.17
8.51E-04,0.2,-0.18
8.52E-04,0.18,-0.19
8.52E-04,0.22,-0.17
8.52E-04,0.21,-0.18
8.53E-04,0.22,-0.18
8.53E-04,0.2,-0.17
8.54E-04,0.22,-0.2
8.54E-04,0.18,-0.18
8.54E-04,0.22,-0.18
8.55E-04,0.22,-0.16
8.55E-04,0.21,-0.18
8.56E-04,0.22,-0.15
8.56E-04,0.22,-0.18
8.56E-04,0.2,-0.17
8.57E-04,0.21,-0.15
8.57E-04,0.19,-0.19
8.58E-04,0.2,-0.2
8.58E-04,0.21,-0.18
8.58E-04,0.2,-0.18
8.59E-04,0.21,-0.17
8.59E-04,0.2,-0.18
8.60E-04,0.22,-0.16
8.60E-04,0.21,-0.18
8.60E-04,0.23,-0.16
8.61E-04,0.23,-0.18
8.61E-04,0.22,-0.18
8.62E-04,0.22,-0.15
8.62E-04,0.22,-0.16
8.62E-04,0.21,-0.15
8.63E-04,0.21,-0.14
8.63E-04,0.22,-0.15
8.64E-04,0.23,-0.15
8.64E-04,0.24,-0.16
8.64E-04,0.22,-0.16
8.65E-04,0.22,-0.15
8.65E-04,0.23,-0.15
8.66E-04,0.22,-0.15
8.66E-04,0.22,-0.15
8.66E-04,0.21,-0.16
8.67E-04,0.21,-0.18
8.67E-04,0.22,-0.15
8.68E-04,0.23,-0.17
8.68E-04,0.23,-0.15
8.68E-04,0.23,-0.17
8.69E-04,0.23,-0.15
8.69E-04,0.24,-0.14
8.70E-04,0.22,-0.14
8.70E-04,0.22,-0.14
8.70E-04,0.24,-0.16
8.71E-04,0.22,-0.14
8.71E-04,0.23,-0.16
8.72E-04,0.23,-0.15
8.72E-04,0.23,-0.13
8.72E-04,0.25,-0.16
8.73E-04,0.23,-0.15
8.73E-04,0.23,-0.15
8.74E-04,0.25,-0.16
8.74E-04,0.24,-0.14
8.74E-04,0.25,-0.14
8.75E-04,0.24,-0.15
8.75E-04,0.23,-0.16
8.76E-04,0.25,-0.16
8.76E-04,0.27,-0.16
8.76E-04,0.24,-0.14
8.77E-04,0.27,-0.15
8.77E-04,0.23,-0.16
8.78E-04,0.24,-0.13
8.78E-04,0.26,-0.15
8.78E-04,0.26,-0.14
8.79E-04,0.28,-0.14
8.79E-04,0.27,-0.15
8.80E-04,0.27,-0.14
8.80E-04,0.26,-0.16
8.80E-04,0.27,-0.15
8.81E-04,0.27,-0.14
8.81E-04,0.27,-0.14
8.82E-04,0.27,-0.14
8.82E-04,0.28,-0.14
8.82E-04,0.28,-0.15
8.83E-04,0.28,-0.14
8.83E-04,0.28,-0.14
8.84E-04,0.28,-0.13
8.84E-04,0.3,-0.14
8.84E-04,0.27,-0.15
8.85E-04,0.28,-0.15
8.85E-04,0.29,-0.12
8.86E-04,0.27,-0.15
8.86E-04,0.29,-0.14
8.86E-04,0.26,-0.14
8.87E-04,0.27,-0.14
8.87E-04,0.29,-0.14
8.88E-04,0.29,-0.16
8.88E-04,0.28,-0.14
8.88E-04,0.31,-0.15
8.89E-04,0.29,-0.14
8.89E-04,0.29,-0.13
8.90E-04,0.29,-0.14
8.90E-04,0.29,-0.13
8.90E-04,0.3,-0.15
8.91E-04,0.28,-0.14
8.91E-04,0.28,-0.13
8.92E-04,0.26,-0.14
8.92E-04,0.28,-0.14
8.92E-04,0.29,-0.14
8.93E-04,0.28,-0.15
8.93E-04,0.3,-0.14
8.94E-04,0.29,-0.13
8.94E-04,0.28,-0.15
8.94E-04,0.29,-0.13
8.95E-04,0.3,-0.14
8.95E-04,0.3,-0.14
8.96E-04,0.29,-0.15
8.96E-04,0.29,-0.14
8.96E-04,0.29,-0.14
8.97E-04,0.3,-0.14
8.97E-04,0.3,-0.14
8.98E-04,0.3,-0.15
8.98E-04,0.3,-0.12
8.98E-04,0.31,-0.13
8.99E-04,0.31,-0.12
8.99E-04,0.32,-0.12
9.00E-04,0.3,-0.14
9.00E-04,0.32,-0.13
9.00E-04,0.31,-0.14
9.01E-04,0.31,-0.13
9.01E-04,0.32,-0.14
9.02E-04,0.33,-0.13
9.02E-04,0.31,-0.14
9.02E-04,0.3,-0.14
9.03E-04,0.31,-0.12
9.03E-04,0.31,-0.13
9.04E-04,0.34,-0.12
9.04E-04,0.33,-0.11
9.04E-04,0.31,-0.13
9.05E-04,0.33,-0.12
9.05E-04,0.33,-0.14
9.06E-04,0.34,-0.13
9.06E-04,0.31,-0.12
9.06E-04,0.32,-0.12
9.07E-04,0.33,-0.12
9.07E-04,0.32,-0.12
9.08E-04,0.34,-0.12
9.08E-04,0.32,-0.13
9.08E-04,0.34,-0.13
9.09E-04,0.33,-0.14
9.09E-04,0.34,-0.13
9.10E-04,0.32,-0.14
9.10E-04,0.34,-0.12
9.10E-04,0.34,-0.15
9.11E-04,0.35,-0.13
9.11E-04,0.34,-0.12
9.12E-04,0.34,-0.12
9.12E-04,0.36,-0.12
9.12E-04,0.34,-0.12
9.13E-04,0.35,-0.14
9.13E-04,0.36,-0.12
9.14E-04,0.34,-0.13
9.14E-04,0.36,-0.13
9.14E-04,0.37,-0.12
9.15E-04,0.34,-0.13
9.15E-04,0.35,-0.1
9.16E-04,0.34,-0.13
9.16E-04,0.36,-0.13
9.16E-04,0.36,-0.11
9.17E-04,0.32,-0.15
9.17E-04,0.35,-0.11
9.18E-04,0.33,-0.13
9.18E-04,0.33,-0.11
9.18E-04,0.36,-0.12
9.19E-04,0.34,-0.13
9.19E-04,0.36,-0.13
9.20E-04,0.34,-0.15
9.20E-04,0.37,-0.13
9.20E-04,0.36,-0.13
9.21E-04,0.37,-0.11
9.21E-04,0.37,-0.13
9.22E-04,0.37,-0.11
9.22E-04,0.36,-0.12
9.22E-04,0.36,-0.11
9.23E-04,0.37,-0.12
9.23E-04,0.35,-0.15
9.24E-04,0.35,-0.11
9.24E-04,0.35,-0.14
9.24E-04,0.34,-0.13
9.25E-04,0.36,-0.13
9.25E-04,0.34,-0.12
9.26E-04,0.37,-0.12
9.26E-04,0.37,-0.13
9.26E-04,0.37,-0.13
9.27E-04,0.38,-0.12
9.27E-04,0.39,-0.14
9.28E-04,0.39,-0.12
9.28E-04,0.39,-0.12
9.28E-04,0.37,-0.13
9.29E-04,0.4,-0.11
9.29E-04,0.38,-0.15
9.30E-04,0.4,-0.11
9.30E-04,0.4,-0.11
9.30E-04,0.4,-0.12
9.31E-04,0.39,-0.12
9.31E-04,0.4,-0.11
9.32E-04,0.41,-0.14
9.32E-04,0.43,-0.12
9.32E-04,0.39,-0.13
9.33E-04,0.42,-0.13
9.33E-04,0.4,-0.12
9.34E-04,0.41,-0.13
9.34E-04,0.43,-0.11
9.34E-04,0.44,-0.13
9.35E-04,0.43,-0.12
9.35E-04,0.45,-0.12
9.36E-04,0.44,-0.11
9.36E-04,0.45,-0.12
9.36E-04,0.44,-0.11
9.37E-04,0.47,-0.12
9.37E-04,0.46,-0.12
9.38E-04,0.46,-0.12
9.38E-04,0.46,-0.11
9.38E-04,0.47,-0.12
9.39E-04,0.47,-0.13
9.39E-04,0.47,-0.13
9.40E-04,0.47,-0.12
9.40E-04,0.47,-0.11
9.40E-04,0.48,-0.12
9.41E-04,0.46,-0.13
9.41E-04,0.5,-0.12
9.42E-04,0.47,-0.11
9.42E-04,0.49,-0.14
9.42E-04,0.5,-0.12
9.43E-04,0.47,-0.11
9.43E-04,0.5,-0.12
9.44E-04,0.5,-0.11
9.44E-04,0.49,-0.13
9.44E-04,0.5,-0.12
9.45E-04,0.5,-0.11
9.45E-04,0.52,-0.11
9.46E-04,0.49,-0.12
9.46E-04,0.52,-0.13
9.46E-04,0.52,-0.13
9.47E-04,0.52,-0.13
9.47E-04,0.52,-0.11
9.48E-04,0.52,-0.12
9.48E-04,0.52,-0.13
9.48E-04,0.53,-0.12
9.49E-04,0.57,-0.1
9.49E-04,0.55,-0.12
9.50E-04,0.55,-0.13
9.50E-04,0.57,-0.11
9.50E-04,0.55,-0.13
9.51E-04,0.57,-0.11
9.51E-04,0.57,-0.13
9.52E-04,0.54,-0.12
9.52E-04,0.57,-0.1
9.52E-04,0.56,-0.12
9.53E-04,0.59,-0.11
9.53E-04,0.58,-0.12
9.54E-04,0.57,-0.12
9.54E-04,0.57,-0.11
9.54E-04,0.58,-0.11
9.55E-04,0.58,-0.1
9.55E-04,0.59,-0.11
9.56E-04,0.58,-0.1
9.56E-04,0.59,-0.12
9.56E-04,0.59,-0.12
9.57E-04,0.59,-0.11
9.57E-04,0.58,-0.13
9.58E-04,0.6,-0.11
9.58E-04,0.61,-0.11
9.58E-04,0.59,-0.11
9.59E-04,0.59,-0.1
9.59E-04,0.6,-0.1
9.60E-04,0.61,-0.11
9.60E-04,0.6,-0.1
9.60E-04,0.62,-0.1
9.61E-04,0.62,-0.11
9.61E-04,0.62,-0.11
9.62E-04,0.62,-0.1
9.62E-04,0.62,-0.1
9.62E-04,0.64,-0.1
9.63E-04,0.65,-0.1
9.63E-04,0.65,-0.09
9.64E-04,0.64,-0.1
9.64E-04,0.65,-0.11
9.64E-04,0.67,-0.1
9.65E-04,0.66,-0.09
9.65E-04,0.66,-0.08
9.66E-04,0.67,-0.1
9.66E-04,0.66,-0.1
9.66E-04,0.67,-0.09
9.67E-04,0.68,-0.11
9.67E-04,0.68,-0.1
9.68E-04,0.68,-0.09
9.68E-04,0.68,-0.1
9.68E-04,0.7,-0.11
9.69E-04,0.69,-0.09
9.69E-04,0.68,-0.12
9.70E-04,0.71,-0.11
9.70E-04,0.69,-0.11
9.70E-04,0.72,-0.1
9.71E-04,0.7,-0.11
9.71E-04,0.7,-0.1
9.72E-04,0.73,-0.1
9.72E-04,0.7,-0.12
9.72E-04,0.72,-0.08
9.73E-04,0.73,-0.09
9.73E-04,0.73,-0.08
9.74E-04,0.73,-0.1
9.74E-04,0.73,-0.08
9.74E-04,0.73,-0.11
9.75E-04,0.72,-0.11
9.75E-04,0.74,-0.08
9.76E-04,0.73,-0.11
9.76E-04,0.75,-0.09
9.76E-04,0.72,-0.09
9.77E-04,0.76,-0.09
9.77E-04,0.76,-0.09
9.78E-04,0.75,-0.1
9.78E-04,0.77,-0.08
9.78E-04,0.76,-0.08
9.79E-04,0.74,-0.1
9.79E-04,0.75,-0.07
9.80E-04,0.77,-0.09
9.80E-04,0.78,-0.07
9.80E-04,0.77,-0.09
9.81E-04,0.78,-0.09
9.81E-04,0.78,-0.09
9.82E-04,0.76,-0.1
9.82E-04,0.77,-0.1
9.82E-04,0.78,-0.1
9.83E-04,0.79,-0.08
9.83E-04,0.78,-0.09
9.84E-04,0.78,-0.09
9.84E-04,0.78,-0.07
9.84E-04,0.78,-0.09
9.85E-04,0.79,-0.09
9.85E-04,0.8,-0.08
9.86E-04,0.81,-0.09
9.86E-04,0.79,-0.06
9.86E-04,0.8,-0.06
9.87E-04,0.81,-0.09
9.87E-04,0.83,-0.08
9.88E-04,0.81,-0.07
9.88E-04,0.8,-0.07
9.88E-04,0.81,-0.07
9.89E-04,0.82,-0.1
9.89E-04,0.83,-0.07
9.90E-04,0.85,-0.07
9.90E-04,0.83,-0.08
9.90E-04,0.81,-0.07
9.91E-04,0.82,-0.07
9.91E-04,0.83,-0.08
9.92E-04,0.85,-0.08
9.92E-04,0.85,-0.08
9.92E-04,0.83,-0.07
9.93E-04,0.83,-0.05
9.93E-04,0.83,-0.07
9.94E-04,0.83,-0.07
9.94E-04,0.85,-0.09
9.94E-04,0.83,-0.05
9.95E-04,0.84,-0.1
9.95E-04,0.85,-0.08
9.96E-04,0.84,-0.07
9.96E-04,0.85,-0.07
9.96E-04,0.85,-0.07
9.97E-04,0.86,-0.06
9.97E-04,0.85,-0.08
9.98E-04,0.84,-0.07
9.98E-04,0.85,-0.07
9.98E-04,0.85,-0.08
9.99E-04,0.85,-0.07
9.99E-04,0.84,-0.08
1.00E-03,0.85,-0.08
1.00E-03,0.86,-0.04
1.00E-03,0.85,-0.07
1.00E-03,0.87,-0.05
1.00E-03,0.86,-0.05
1.00E-03,0.87,-0.06
1.00E-03,0.85,-0.05
1.00E-03,0.85,-0.06
1.00E-03,0.88,-0.06
1.00E-03,0.89,-0.07
1.00E-03,0.86,-0.07
1.00E-03,0.86,-0.04
1.00E-03,0.85,-0.07
1.00E-03,0.87,-0.05
1.01E-03,0.87,-0.06
1.01E-03,0.86,-0.06
1.01E-03,0.89,-0.07
1.01E-03,0.87,-0.06
1.01E-03,0.89,-0.08
1.01E-03,0.89,-0.05
1.01E-03,0.86,-0.06
1.01E-03,0.88,-0.07
1.01E-03,0.88,-0.07
1.01E-03,0.88,-0.05
1.01E-03,0.9,-0.04
1.01E-03,0.88,-0.07
1.01E-03,0.85,-0.08
1.01E-03,0.88,-0.05
1.01E-03,0.89,-0.04
1.01E-03,0.89,-0.04
1.01E-03,0.88,-0.03
1.01E-03,0.89,-0.06
1.01E-03,0.88,-0.05
1.01E-03,0.88,-0.05
1.01E-03,0.86,-0.07
1.01E-03,0.89,-0.05
1.01E-03,0.89,-0.05
1.01E-03,0.87,-0.04
1.01E-03,0.87,-0.05
1.02E-03,0.86,-0.05
1.02E-03,0.87,-0.03
1.02E-03,0.86,-0.07
1.02E-03,0.89,-0.05
1.02E-03,0.89,-0.04
1.02E-03,0.86,-0.05
1.02E-03,0.89,-0.05
1.02E-03,0.87,-0.06
1.02E-03,0.88,-0.04
1.02E-03,0.86,-0.05
1.02E-03,0.86,-0.08
1.02E-03,0.88,-0.07
1.02E-03,0.86,-0.06
1.02E-03,0.89,-0.05
1.02E-03,0.89,-0.03
1.02E-03,0.87,-0.03
1.02E-03,0.89,-0.04
1.02E-03,0.87,-0.05
1.02E-03,0.86,-0.06
1.02E-03,0.86,-0.05
1.02E-03,0.85,-0.05
1.02E-03,0.85,-0.05
1.02E-03,0.86,-0.05
1.02E-03,0.87,-0.05
1.02E-03,0.88,-0.03
1.03E-03,0.89,-0.05
1.03E-03,0.86,-0.05
1.03E-03,0.88,-0.05
1.03E-03,0.87,-0.04
1.03E-03,0.86,-0.05
1.03E-03,0.86,-0.04
1.03E-03,0.84,-0.05
1.03E-03,0.85,-0.04
1.03E-03,0.84,-0.05
1.03E-03,0.86,-0.04
1.03E-03,0.85,-0.04
1.03E-03,0.83,-0.05
1.03E-03,0.84,-0.05
1.03E-03,0.84,-0.05
1.03E-03,0.84,-0.05
1.03E-03,0.84,-0.03
1.03E-03,0.82,-0.06
1.03E-03,0.84,-0.04
1.03E-03,0.84,-0.05
1.03E-03,0.83,-0.05
1.03E-03,0.83,-0.04
1.03E-03,0.81,-0.04
1.03E-03,0.82,-0.04
1.03E-03,0.83,-0.03
1.03E-03,0.82,-0.04
1.04E-03,0.82,-0.05
1.04E-03,0.8,-0.04
1.04E-03,0.82,-0.05
1.04E-03,0.8,-0.05
1.04E-03,0.81,-0.05
1.04E-03,0.81,-0.05
1.04E-03,0.8,-0.03
1.04E-03,0.81,-0.04
1.04E-03,0.8,-0.02
1.04E-03,0.79,-0.05
1.04E-03,0.79,-0.05
1.04E-03,0.79,-0.04
1.04E-03,0.79,-0.04
1.04E-03,0.8,-0.03
1.04E-03,0.79,-0.04
1.04E-03,0.77,-0.05
1.04E-03,0.77,-0.04
1.04E-03,0.76,-0.06
1.04E-03,0.76,-0.04
1.04E-03,0.77,-0.04
1.04E-03,0.76,-0.05
1.04E-03,0.77,-0.04
1.04E-03,0.77,-0.04
1.04E-03,0.75,-0.05
1.04E-03,0.75,-0.03
1.05E-03,0.73,-0.04
1.05E-03,0.73,-0.07
1.05E-03,0.75,-0.03
1.05E-03,0.74,-0.05
1.05E-03,0.74,-0.03
1.05E-03,0.75,-0.04
1.05E-03,0.74,-0.04
1.05E-03,0.74,-0.03
1.05E-03,0.73,-0.04
1.05E-03,0.75,-0.05
1.05E-03,0.73,-0.05
1.05E-03,0.72,-0.05
1.05E-03,0.73,-0.05
1.05E-03,0.73,-0.07
1.05E-03,0.73,-0.05
1.05E-03,0.71,-0.06
1.05E-03,0.73,-0.04
1.05E-03,0.73,-0.04
1.05E-03,0.74,-0.04
1.05E-03,0.71,-0.04
1.05E-03,0.73,-0.04
1.05E-03,0.7,-0.06
1.05E-03,0.7,-0.03
1.05E-03,0.7,-0.04
1.05E-03,0.7,-0.05
1.06E-03,0.68,-0.04
1.06E-03,0.68,-0.05
1.06E-03,0.69,-0.03
1.06E-03,0.68,-0.02
1.06E-03,0.67,-0.05
1.06E-03,0.68,-0.05
1.06E-03,0.68,-0.05
1.06E-03,0.68,-0.05
1.06E-03,0.65,-0.05
1.06E-03,0.65,-0.06
1.06E-03,0.65,-0.04
1.06E-03,0.65,-0.06
1.06E-03,0.65,-0.04
1.06E-03,0.64,-0.05
1.06E-03,0.63,-0.05
1.06E-03,0.63,-0.05
1.06E-03,0.64,-0.03
1.06E-03,0.64,-0.03
1.06E-03,0.63,-0.03
1.06E-03,0.63,-0.04
1.06E-03,0.62,-0.05
1.06E-03,0.61,-0.03
1.06E-03,0.61,-0.04
1.06E-03,0.61,-0.05
1.06E-03,0.59,-0.03
1.07E-03,0.6,-0.05
1.07E-03,0.59,-0.04
1.07E-03,0.59,-0.05
1.07E-03,0.57,-0.05
1.07E-03,0.59,-0.04
1.07E-03,0.59,-0.06
1.07E-03,0.59,-0.04
1.07E-03,0.57,-0.05
1.07E-03,0.58,-0.05
1.07E-03,0.57,-0.04
1.07E-03,0.57,-0.03
1.07E-03,0.55,-0.05
1.07E-03,0.57,-0.05
1.07E-03,0.56,-0.05
1.07E-03,0.55,-0.04
1.07E-03,0.55,-0.02
1.07E-03,0.55,-0.04
1.07E-03,0.57,-0.03
1.07E-03,0.55,-0.03
1.07E-03,0.53,-0.05
1.07E-03,0.55,-0.03
1.07E-03,0.53,-0.04
1.07E-03,0.53,-0.04
1.07E-03,0.52,-0.04
1.07E-03,0.52,-0.05
1.08E-03,0.54,-0.04
1.08E-03,0.52,-0.04
1.08E-03,0.52,-0.04
1.08E-03,0.53,-0.03
1.08E-03,0.52,-0.03
1.08E-03,0.52,-0.02
1.08E-03,0.51,-0.04
1.08E-03,0.51,-0.02
1.08E-03,0.51,-0.04
1.08E-03,0.49,-0.03
1.08E-03,0.47,-0.03
1.08E-03,0.48,-0.04
1.08E-03,0.48,-0.05
1.08E-03,0.49,-0.04
1.08E-03,0.48,-0.04
1.08E-03,0.47,-0.03
1.08E-03,0.45,-0.03
1.08E-03,0.47,-0.06
1.08E-03,0.47,-0.04
1.08E-03,0.45,-0.05
1.08E-03,0.46,-0.04
1.08E-03,0.44,-0.03
1.08E-03,0.45,-0.04
1.08E-03,0.45,-0.05
1.08E-03,0.45,-0.04
1.09E-03,0.44,-0.03
1.09E-03,0.46,-0.03
1.09E-03,0.44,-0.05
1.09E-03,0.43,-0.03
1.09E-03,0.43,-0.02
1.09E-03,0.43,-0.03
1.09E-03,0.43,-0.05
1.09E-03,0.41,-0.05
1.09E-03,0.41,-0.05
1.09E-03,0.41,-0.02
1.09E-03,0.39,-0.05
1.09E-03,0.4,-0.03
1.09E-03,0.42,-0.03
1.09E-03,0.4,-0.06
1.09E-03,0.39,-0.03
1.09E-03,0.4,-0.04
1.09E-03,0.37,-0.06
1.09E-03,0.38,-0.04
1.09E-03,0.39,-0.05
1.09E-03,0.39,-0.03
1.09E-03,0.38,-0.03
1.09E-03,0.39,-0.03
1.09E-03,0.39,-0.02
1.09E-03,0.37,-0.03
1.09E-03,0.38,-0.03
1.10E-03,0.39,-0.02
1.10E-03,0.37,-0.03
1.10E-03,0.39,-0.03
1.10E-03,0.38,-0.04
1.10E-03,0.38,-0.04
1.10E-03,0.39,-0.03
1.10E-03,0.36,-0.05
1.10E-03,0.39,-0.04
1.10E-03,0.37,-0.04
1.10E-03,0.37,-0.04
1.10E-03,0.38,-0.05
1.10E-03,0.38,-0.04
1.10E-03,0.36,-0.04
1.10E-03,0.39,-0.02
1.10E-03,0.37,-0.06
1.10E-03,0.38,-0.01
1.10E-03,0.38,-0.04
1.10E-03,0.38,-0.04
1.10E-03,0.37,-0.03
1.10E-03,0.37,-0.03
1.10E-03,0.39,-0.02
1.10E-03,0.38,-0.03
1.10E-03,0.38,-0.03
1.10E-03,0.39,-0.02
1.10E-03,0.36,-0.02
1.11E-03,0.38,-0.03
1.11E-03,0.37,-0.03
1.11E-03,0.36,-0.04
